Question,Equation,Answer,fold
정국이는 매일 아침마다 줄넘기를 80개씩 하여 일주일 동안 빠지지 않고 줄넘기를 했습니다. 정국이는 줄넘기를 모두 몇 개를 했을지 구하세요.,80 * 7,560,8
"태형이는 0.3m, 유정이는 0.4m의 끈을 가지고 있다고 할 때 더 긴 끈을 가진 사람의 이름을 쓰시오.",'태형' if 0.3 > 0.4 else '유정',유정,3
생일잔치에 여자 친구가 7명 오고 남자 친구가 12명 왔습니다. 친구들은 모두 몇 명입니까?,12 + 7,19,5
유정이는 65.0개의 수박과 52.0개의 당근을 갖고 있습니다. 거북이가 수박 4.0개를 먹었으면 유정이는 총 몇개의 수박을 갖고 있습니까?,65.0 - 4.0,61,6
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 합을 구하시오.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92,1
한 상자에 25개의 곶감이 들어있습니다. 9상자에 있는 곶감의 개수를 구하시오.,25 * 9,225,2
유정는 학습지를 매일 1쪽 풀고 있습니다. 66일 동안 학습지를 풀고 남은 쪽수를 푸는데 21일이 걸린다면 유정이는 매일 몇 쪽씩 푸나요?,1 * ( 66 + 21 ),87,4
"껌을 지민이는 21개 가지고 있고 호석이는 24개 가지고 있습니다. 지민이가 껌을 2개를 먹었을때, 껌을 더 많이 가지고 있는 친구는 누구인지 구하시오.",'지민' if 21 - 2 > 24 else '호석',호석,4
도화지 한 장으로 종이배를 4개 만들 수 있습니다. 종이 배 32개를 만들려면 도화지는 몇 장 필요할까요?,32 / 4,8,3
"유정, 윤기, 호석, 태형이가 가위바위보를 할 때 유정이와 윤기는 가위를 내고 호석이와 태형이는 보를 냈을 때 펼친 손가락은 몇 개일까요?",2 * 2 + 2 * 5,14,6
"민영이는 한 봉지에 84개씩 들어 있는 구슬 72봉지를 똑같이 2묶음으로 나누어 1묶음을 가졌습니다. 이 중에서 62개를 친구에게 더 받고, 형에게서 51개를 주었다면 민영이가 가지고 있는 구슬은 몇 개인가요?",84 * 72 / 2 * 1 + 62 - 51,3035,6
유나의 반 학생 수는 20명입니다. 선생님께서 학생들에게 지우개를 69개씩 나누어 주었더니 11개가 남았습니다. 처음에 지우개는 몇 개 있었는지 구하세요.,69 * 20 * 11,1391,3
"빨대로 밧줄과 지팡이의 길이를 재었습니다. 빨대로 잰 횟수가 밧줄은 9번, 지팡이는 8번이었습니다. 이 중에서 길이가 더 긴 것은 무엇인가요?",'지팡이' if 9 > 8 else '밧줄',지팡이,3
주스가 한 상자에 7병씩 7상자 있습니다. 이 주스를 한명에게 7병씩 나누어주면 몇 명에게 나누어 줄 수 있나요?,( 7 * 7 ) / 7,7,4
1년 동안 어느 축구장에 입장한 관람객의 수가 9876명이라고 합니다. 입장한 관람객의 수를 반올림하여 천의 자리까지 나타내면 몇 명입니까?,round( 9876 / 1000 ) * 1000,10000,3
정국이는 41.0개의 샤프심을 가지고 있지만 30개의 샤프심을 잃어버렸습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 - 30.0,11,2
12명이 일하는 공장에 한 사람이 하루에 20개의 제품을 만든다고 한다. 이 공장에서 2주 동안 만들 수 있는 제품은 모두 몇 개 인지 구해라.,12 * 20 * ( 2 * 7 ),3360,3
어떤 모임의 각각의 회원이 다른 회원들과 한 번씩만 악수를 한려고 한다. 회원은 모두 6명이다. 악수를 하는 횟수는?,"math.comb( 6 , 2 )",15,7
"애완 동물 가게에는 7.0개의 새장이 있습니다. 각 새장에는 3.0마리의 앵무새와 5.0마리의 비둘기가 있을 때, 새는 총 몇 마리 입니까?",7.0 * ( 3.0 + 5.0 ),56,5
"8, 40, 12 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구해라.","max( 8 , 40 , 12 ) // min( 8 , 40 , 12 )",5,4
"1/7짜리 철사를 호석이는 4도막, 정국이는 6도막, 남준이는 5도막 가지고 있습니다. 철사를 가장 많이 가지고 있는 사람은 누구인지 구하세요.","'호석' if max( 4 , 6 , 5 ) == 4 else ( '남준' if max( 4 , 6 , 5 ) == 5 else '정국' )",정국,1
"태형이는 88.0개의 돌을 갖고 있습니다. 목걸이 1개당 8.0개의 돌이 필요할 때, 총 몇개의 목걸이를 만들 수 있습니까?",88.0 / 8.0,11,5
남준이는 과수원에서 사과를 오늘 31개 땄고 어제는 52개 땄습니다. 남준이가 어제와 오늘 딴 사과는 모두 몇 개일까요?,31 + 52,83,7
"태형이는 각각 61921.0개, 49500개의 비단과 공을 샀습니다. 총 몇 개의 물건을 샀습니까?",61921.0 + 49500.0,111421,3
연필 5타를 담을 수 있는 상자에 연필을 나누어 포장하려고 할 때 갖고 있는 연필이 총 497자루 있다면 필요한 상자 수와 남은 연필의 개수를 구해라.,497 % ( 12 * 5 ),17,9
은지는 강아지 8.0마리를 갖고 있습니다. 유나에게 고양이 2.0마리를 받았다면 은지가 갖고있는 동물은 총 몇마리 입니까?,8.0 + 2.0,10,9
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해라.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419,5
"감나무가 태형이네 과수원에는 314그루 있고, 윤기네 과수원에는 195그루 있습니다. 감나무 한 그루에서 수확한 감의 수의 평균이 128개일 때, 태형이와 윤기네 과수원에서 수확한 감의 갯수를 구하시오.",( 314 + 195 ) * 128,65152,6
4.0개의 케이크와 29.0개의 쿠키를 구웠는데 그 중 24.0개의 쿠키를 먹었을때 총 몇 개의 케이크와 쿠키가 남았습니까?,4.0 + 29.0 - 24.0,9,7
축구경기장에서 A팀은 489명이 있고 B팀은 A팀보다 124명 많다고 하면 축구경기장 안에 있는 사람들은 모두 몇 명입니까?,489 + ( 489 + 124 ),1192,6
한 줄에 10명의 사람들이 있다고 한다. 5줄로 서있는 사람들은 모두 몇 명입니까?,10 * 5,50,6
"운동장에 남자 어린이가 14명, 여자 어린이가 8명 있습니다. 운동장에 남자 어린이와 여자 어린이 중 누가 더 많나요?",'남자 어린이' if 14 > 8 else '여자 어린이',남자 어린이,3
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - 417,113,9
어떤 수에 0.5를 곱해야 할 것을 잘못하여 합했더니 0.6가 되었습니다. 바르게 계산한 값은 얼마입니까?,( 0.6 - 0.5 ) * 0.5,0.05,4
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 차를 쓰시오.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15,3
61개의 봉지가 있고 한 봉지에는 귤이 43개 들어있습니다. 귤은 모두 몇 개일까요?,43 * 61,2623,7
"남준이의 한 뼘의 길이는 13cm입니다. 식탁의 긴 쪽의 길이를 재었더니 뼘으로 5번이었습니다. 짧은 쪽의 길이는 긴쪽보다 3cm 더 짧을때, 이 식탁의 짧은 쪽의 길이는 몇 cm 인가요?",13 * 5 - 3,62,7
유나가 시간당 10.0 킬로미터를 갈 수 있다면 총 80.0킬로미터를 가야 할 때 몇 시간이나 걸립니까?,80.0 / 10.0,8,9
"9로 나누어도 4가 남고, 15로 나누어도 4가 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구해 보세요.","min( [ i + 4 for i in range( 15 , 9 * 15 + 1 ) if i % 9 == 0 and i % 15 == 0 ] )",49,5
"민영이가 끈을 93㎝씩 잘라서 고춧대를 묶으려고 하는데, 끈이 94㎝ 있다고 할때, 고춧대를 몇 개까지 묶을 수 있습니까?",94 // 93,1,7
25부터 50까지의 수 중에서 4의 배수는 총 몇 개인지 구해 보세요.,"len( [ i for i in range( 25 , 50 + 1 ) if i % 4 == 0 ] )",6,6
놀이공원에 입장한 남자 어린이는 79명이고 여자 어린이는 남자 어린이보다 55명 더 많습니다. 오늘 놀이공원에 입장한 어린이는 모두 몇 명일까요?,79 + ( 79 + 55 ),134,9
20의 약수는 총 몇 개인지 구해라.,"len( [ i for i in range( 1 , 20 + 1) if 20 % i == 0 ] )",6,8
"0.5, 0.4, 0.8, 0.3 중에서 가장 큰 수와 가장 작은 수의 덧셈을 쓰시오.","max( 0.5 , 0.4 , 0.8 , 0.3 ) + min( 0.5 , 0.4 , 0.8 , 0.3 )",1.1,3
호석이는 가지고 있는 딱지 7360개를 80묶음으로 나누었다면 한 묶음에 몇 개가 들어있는지 구하시오.,7360 / 80,92,3
석진이의 몸무게는 아버지의 몸무게보다 29.85kg 가볍습니다. 아버지의 몸무게가 61.7kg이면 석진이의 몸무게는 몇 kg인가?,61.7 - 29.85,31.85,1
빵이 6개씩 4줄로 놓여 있습니다. 빵은 모두 몇 개입니까?,6 * 4,24,2
초콜릿은 한 개에 3.0원입니다. 상자에 7개의 초콜릿이 있는데 4.0개를 버렸습니다 남은 초콜릿은 총 얼마입니까?,3.0 * ( 7.0 - 4.0 ),9,2
어떤 수에 45를 곱해야할 것을 더하였더니 129가 되었다. 바르게 계산하면?,( 129 - 45 ) * 45,3780,8
각 행에 4.0개의 책상이 총 57.0행 있습니다. 얼마나 많은 의자가 있습니까?,4.0 * 57.0,228,6
윤기는 3cm 2mm 짜리 노란색 수수깡과 4cm 6mm 짜리 빨간색 수수깡을 이어 붙였다. 이어서 붙인 수수깡의 길이는 몇 mm일까요?,( 3 * 10 + 2 ) + ( 4 * 10 + 6 ),78,1
"빨간사과가 3867개 있고 초록사과가 5703개 있을 때, 총 사과의 개수는 몇 개입니까?",5703 - 3867.0,9570,5
"4학년 학생들이 박물관으로 현장학습을 갔습니다. 우리 반은 36명 중에서 2명이 가지 않았고, 버스에는 운전기사 1명, 선생님 1명, 그리고 문화 해설 도우미 2명이 타셨습니다. 버스에는 모두 몇 명이 타고 있는가?",36 - 2 + 1 + 1 + 2,38,4
백합이 30송이 있습니다. 한 묶음에 10송이씩 묶는다면 몇 묶음을 만들 수 있는가?,30 // 10,3,2
"연필이 10개 있습니다. 3개를 사용하고 4개를 버렸을때, 총 남은 연필은 몇 개입니까?",10 - 3 - 4,3,2
어떤 수보다 5 작은 수는 11입니다. 어떤 수와 어떤 수보다 5 작은 수의 합은 얼마일까요?,11 + 5 + 11,27,4
연경이는 78.0 개의 호박이 있습니다. 그가 30.0 개를 먹은 뒤 8.0개씩 봉투에 담았습니다. 봉투의 개수는 몇개입니까?,( 78.0 - 30.0 ) / 8.0,6,9
143.0권의 만화책을 한 사람당 11.0권씩 나누어 줄 때 총 몇권의 만화책이 있습니까?,143.0 / 11.0,13,9
"학교 토론 팀이 각각 5.0명의 여자와 40.0명의 남자로 구성되어있을 때, 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?",( 5.0 + 40.0 ) / 9.0,5,7
"상자에 초콜릿이 23개가 있습니다. 10개씩 묶음과 낱개로 구성되어 있다고 할 때, 낱개로 몇개가 있습니까?",23 % 10,3,1
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 여학생이 1명 전학왔습니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - ( 417 + 1 ),113,4
석진이는 오전에 만든 빵 22개와 오후에 만든 빵 18개를 5개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개인가?,( 22 + 18 ) / 5,8,3
은지네 학교에서 수학여행을 가려고 16대의 17인승 버스를 대절하였습니다. 모든 인원이 승차하고도 각 버스마다 4자리씩 비어 있다면 전체 인원은 모두 몇 명일까요?,( 17 - 4 ) * 16,208,3
두발자전거 7대와 세발자전거 6대의 바퀴는 모두 몇 개인가요?,2 * 7 + 3 * 6,32,3
"X를 5로 나누었더니 몫이 8이 되었을때, X를 4로 나눈 몫은 얼마인가요?",5 * 8 / 4,10,9
89부터 90까지의 합을 구하시오,"sum( [ i for i in range( 89 , 90 + 1 ) ] )",179,2
은지는 10.0마리의 고양이를 갖고 있습니다. 유나에게 고양이 2.0마리를 받았다면 은지는 총 몇마리의 고양이를 갖고 있습니까?,10.0 + 2.0,12,7
민영이가 앞에서 3번째에 서있습니다. 8명의 어린이가 한 줄로 서있다면 민영이의 뒤에는 몇 명의 어린이가 서 있을까요?,8 - 3,5,9
들이가 66.4L인 욕조에 물을 가득 채우려고 합니다. 들이가 4L인 그릇으로 물을 채우려면 적어도 몇 번 부어야 합니까?,math.ceil( 66.4 / 4 ),17,8
"민영이는 구슬을 43개 모았습니다. 유정이는 민영이보다 5개 더 많이 모았고, 은지는 유정이보다 7개 더 적게 모았습니다. 은지가 모은 구슬은 몇 개일까요?",43 + 5 - 7,41,3
민영이는 문구점에서 94원짜리 도화지 89장과 81원 짜리 색연필을 76개 샀습니다. 민영이가 산 도화질의 가격은 모두 얼마인지 쓰시오.,94 * 89,8366,6
마트에 복숭아가 25개씩 60줄로 놓여 있습니다. 마트에 놓여있는 복숭아는 모두 몇 개인지 구하세요.,25 * 60,1500,2
"A를 3으로 나누었더니 몫이 2가 되었다고 할 때, A를 3으로 나눈 몫은 얼마인지 구하시오.",( 3 * 2 ) / 3,2,5
공이 한 통에 98개씩 84통 있습니다. 이 공을 64개의 상자에 두 개씩 나누어 담으면 몇 개의 공이 남는지 쓰시오.,98 * 84 - (64 * 2),8104,6
한 학교에 농구공을 9개씩 나누어 주려고 한다. 72개의 공이 있다면 몇 개의 학교에 공을 나누어 줄 수 있을까?,( 72 / 9 ),8,4
"흰색 강아지와 검은색 강아지가 합쳐서 8마리 있습니다. 흰색 강아지가 3마리 있을때, 검은색 강아지는 몇마리인가요?",8 - 3,5,4
"은지는 색연필을 8자루 가지고 있습니다. 그중에서 유나에게 2자루를 받고, 정국이에게 3자루를 받었습니다. 은지가 가지고 있는 색연필은 몇 자루일까요?",8 + 2 + 3,13,6
사과는 10개입니다. 귤 20개를 4명이 똑같이 따기로 했다면 한 사람이 따야 하는 귤의 개수를 쓰시오.,20 / 4,5,1
"유정이는 53.0권의 문제집을 가지고 있었는데 석진이가 16.0개의 문제집을 주었을 때, 유정이는 몇 권의 문제집을 갖고 있습니까?",53.0 + 16.0,69,3
"자연수 A가 있습니다. '10 * 2.5 < A < 0.5 * 45'일 때, 가능한 A의 개수를 구하시오.","len( [ i for i in range( math.floor( 10 * 2.5 ) , math.ceil( 0.5 * 300 ) ) ] )",125,3
"버스가 28명의 사람을 태우고 출발하였는데, 첫 번째 정류장에서 7명이 탔습니다. 두 번째 정류장에서 18명이 내렸다면 버스에 타고 있는 사람은 몇 명일까요?",28 + 7 - 18,17,1
"남준이는 색종이 5장을 형에게 주었습니다. 현재 남준이에게 색종이 4장이 남았다면, 남준이가 원래 가진 색종이는 몇 장이었나요?",5 + 4,9,9
"호석이가 방학동안 위인전 3권, 동화책 9권, 만화책 1권을 읽었습니다. 호석이가 방학 동안 위인전과 동화책은 모두 몇 권일까요?",3 + 9,12,6
18.0마리의 강아지가 있는 애완동물 가게에서 3마리가 팔려나가고 남은 강아지를 한 박스에 5.0마리씩 넣었습니다. 총 몇개의 박스가 필요합니까?,( 18.0 - 3.0 ) / 5.0,3,1
"저번 달에 동화책을 정국이는 7권 읽었고, 석진이는 정국이보다 4권 더 적게 읽었습니다. 정국이와 석진이가 저번 달에 읽은 동화책은 모두 몇 권인지 구하세요.",7 + 7 - 4,10,6
"4개의 과일 바나나, 딸기, 참외, 사과 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )",6,3
376에 어떤 수를 곱해야 하는데 잘못하여 376을 어떤 수로 나누었더니 몫이 8로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 376 / 8 ) * 376,17672,9
숫자가 89부터 90까지 있습니다. 이 두 수 사이의 수들의 합을 구하시오,"sum( [ i for i in range( 89 , 90 + 1 ) ] )",179,7
"한 상자에 구슬 34개가 담겨있다고 할 때, 두 상자에 들어있는 구슬의 개수는 모두 몇 개입니까?",34 * 2,68,3
"어느 과수원에 사과나무가 413그루, 배나무가 247그루 있습니다. 사과나무는 배나무보다 몇 그루 더 많나요?",413 - 247,166,7
다람쥐는 도토리 80개 중에서 어제는 29개 캐고 오늘은 16개 캤습니다. 지금 다람쥐가 가지고 있는 도토리는 몇 개인지 구하시오.,80 + 29 + 16,125,9
유나와 민영이가 전체가 8조각인 피자를 나누어 먹는데 유나가 3조각을 먹고 민영이가 2조각을 먹었다면 더 많이 먹은 사람은 누구인가?,'민영' if 2/8 > 3/8 else '유나',유나,3
윤기는 8시 45분에 집에서 출발하여 10시 10분에 계곡에 도착했습니다. 윤기가 집에서 계곡까지 가는데 몇 분이 걸렸습니까?,( ( 10 * 60 ) + 10 ) - ( ( 8 * 60 ) + 45 ),85,9
"색연필 4타를 8명이 똑같이 나누어 가졌을 때, 한 명이 가진 색연필은 몇 자루인가요?",( 4 * 12 ) / 8,6,1
유나가 가진 구슬은 296개이고 유나의 동생이 가진 구슬은 277개입니다. 두사람이 가진 구슬은 모두 몇 개인가요?,296 + 277,573,7
어떤 수에 4를 곱해야 할 것을 잘못하여 4를 더했더니 35가 되었습니다. 바르게 계산한 값을 구하시오,( 35 - 4 ) * 4,124,7
182부터 223까지의 짝수의 합을 구하시오,"sum( [ i for i in range( 182 , 223 + 1 ) if i % 2 == 0])",4242,1
"윤기는 바나나 45개를 사서 3개를 먹었습니다. 먹고 남은 바나나를 한 봉지에 7개씩 담아 포장하려고 할 때, 필요한 봉지는 몇 장인지 구하세요.",( 45 - 3 ) / 7,6,5
길이가 2.2m인 색 테이프 2장을 40cm 겹쳐서 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 m입니까?,2.2 * 2 - ( 40 / 100 ) * ( 2 - 1 ),4.0,8
