Question,Equation,Answer,comment,Question2,Numbers,Names,Equation2
name0이는 number0층에서 승강기를 타서 number1층 더 올라가서 내렸습니다. name1이는 몇 층에서 내렸을까요?,number0 + number1,10,0,name0이는 number0층에서 승강기를 타서 number1층 더 올라가서 내렸습니다. name1이는 몇 층에서 내렸을까요?,3 7 ,지민 ,number0 + number1
"사냥 체험장에서 name0이는 토끼를 number0마리 잡았고, 다람쥐는 토끼보다 number1마리 더 많이 잡았습니다. 석호가 잡은 동물은 모두 몇 마리일까요?",number0 + number0 + number1,14,0,"사냥 체험장에서 name0이는 토끼를 number0마리 잡았고, 다람쥐는 토끼보다 number1마리 더 많이 잡았습니다. 석호가 잡은 동물은 모두 몇 마리일까요?",5 4 ,석진 ,number0 + number0 + number1
"name0이는 꽃집에서 튤립 number0송이, 카네이션 number1송이, 수국 number2송이를 샀습니다. name1이가 산 꽃은 모두 몇 송이일까요?",number0 + number2 + number2,8,0,"name0이는 꽃집에서 튤립 number0송이, 카네이션 number1송이, 수국 number2송이를 샀습니다. name1이가 산 꽃은 모두 몇 송이일까요?",2 3 3 ,태형 ,number0 + number2 + number2
name0이는 빨간 name1 number0자루와 파란 name2 number1자루를 샀습니다. 그중에서 number2개를 잃어버렸다면 남은 펜은 몇자루일까요?,number0 + number1 - number2,6,0,name0이는 빨간 name1 number0자루와 파란 name2 number1자루를 샀습니다. 그중에서 number2개를 잃어버렸다면 남은 펜은 몇자루일까요?,8 2 4 ,남준 볼펜 ,number0 + number1 - number2
학생 number0명에게 문제지를 한 장씩 나누어 주려고 합니다. 문제지가 number1장 있다면 몇 장 더 필요한지 구하세요.,number0 - number1,8,0,학생 number0명에게 문제지를 한 장씩 나누어 주려고 합니다. 문제지가 number1장 있다면 몇 장 더 필요한지 구하세요.,16 8 ,,number0 - number1
number0와 어떤 수의 합은 number1입니다. 어떤 수는 얼마일까요?,number1 - number0,4,0,number0와 어떤 수의 합은 number1입니다. 어떤 수는 얼마일까요?,9 13 ,,number1 - number0
number0에서 어떤 수를 뺐더니 number1이 되었습니다. 어떤 수는 얼마일까요?,number0 - number1,8,0,number0에서 어떤 수를 뺐더니 number1이 되었습니다. 어떤 수는 얼마일까요?,15 7 ,,number0 - number1
어떤 수보다 number0 큰 수는 number1입니다. 어떤 수는 얼마일까요?,number1 - number0,6,0,어떤 수보다 number0 큰 수는 number1입니다. 어떤 수는 얼마일까요?,5 11 ,,number1 - number0
어떤 수보다 number0 작은 수는 number1입니다. 어떤 수는 얼마일까요?,number1 + number0,16,0,어떤 수보다 number0 작은 수는 number1입니다. 어떤 수는 얼마일까요?,5 11 ,,number1 + number0
어떤 수를 네 번 더했더니 number0가 되었습니다. 어떤 수는 얼마일까요?,number0 // 4,3,"1: ""네 번""포함",어떤 수를 네 번 더했더니 number0가 되었습니다. 어떤 수는 얼마일까요?,12 ,,number0 // 4
"name0이의 나이는 number0살입니다. 누나는 name1이보다 number1살 더 많고, 형은 누나보다 number2살 더 많습니다. 형의 나이는 몇 살일까요?",number0 + number1 + number2,13,0,"name0이의 나이는 number0살입니다. 누나는 name1이보다 number1살 더 많고, 형은 누나보다 number2살 더 많습니다. 형의 나이는 몇 살일까요?",8 3 2 ,남준 ,number0 + number1 + number2
"name0는 원숭이에게 바나나를 아침에 number0개 주고, 점심에 number1개 주고, 저녁에 number2개 주었습니다. name1가 아침, 점심, 저녁에 원숭이에게 준 바나나는 모두 몇 개일까요?",number0 + number1 + number2,19,0,"name0는 원숭이에게 바나나를 아침에 number0개 주고, 점심에 number1개 주고, 저녁에 number2개 주었습니다. name1가 아침, 점심, 저녁에 원숭이에게 준 바나나는 모두 몇 개일까요?",4 7 8 ,윤기 ,number0 + number1 + number2
"name0자를 name1이는 number0개 먹었고, name2이는 name3이보다 number1개 더 많이 먹었습니다. name4이와 name5이가 먹은 name6자는 모두 몇 개일까요?",number0 + number0 + number1,15,0,"name0자를 name1이는 number0개 먹었고, name2이는 name3이보다 number1개 더 많이 먹었습니다. name4이와 name5이가 먹은 name6자는 모두 몇 개일까요?",6 3 ,민영 호석 감 ,number0 + number0 + number1
"name0를 name1이는 number0송이 먹었고, name2이는 name3이보다 number1송이 더 적게 먹었습니다. name4이와 name5이가 먹은 name6는 모두 몇 송이일까요?",number0 + number0 - number1,9,0,"name0를 name1이는 number0송이 먹었고, name2이는 name3이보다 number1송이 더 적게 먹었습니다. name4이와 name5이가 먹은 name6는 모두 몇 송이일까요?",6 3 ,민영 호석 포도 ,number0 + number0 - number1
"name0에 승객이 number0명 있었습니다. number1번째 역에서 승객 number2명이 내리고, number3번째 역에서 승객 number4명이 내렸습니다. name1에 남은 승객은 몇 명일까요?",number0 - number3 - number4,5,0,"name0에 승객이 number0명 있었습니다. number1번째 역에서 승객 number2명이 내리고, number3번째 역에서 승객 number4명이 내렸습니다. name1에 남은 승객은 몇 명일까요?",11 1 2 2 4 ,기차 ,number0 - number3 - number4
"name0이는 도화지 number0장을 가지고 있었는데 언니에게 number1장을 주고, 동생에게 number2장을 주었습니다. name1이에게 남은 도화지는 몇 장일까요?",number0 - number1 - number2,6,0,"name0이는 도화지 number0장을 가지고 있었는데 언니에게 number1장을 주고, 동생에게 number2장을 주었습니다. name1이에게 남은 도화지는 몇 장일까요?",14 5 3 ,유정 ,number0 - number1 - number2
"공책이 number0개 있습니다. 그중에서 name0가 number1개를 가져가고, name1가 number2개를 가져갔습니다. name2와 name3가 가져가고 남은 공책은 몇 개일까요?",number0 - number1 - number2,3,0,"공책이 number0개 있습니다. 그중에서 name0가 number1개를 가져가고, name1가 number2개를 가져갔습니다. name2와 name3가 가져가고 남은 공책은 몇 개일까요?",12 5 4 ,유나 은지 ,number0 - number1 - number2
name0이는 name1 딱지 number0개와 name2 딱지 number1개를 가지고 있습니다. 딱지 치기를 하다가 딱지 number2개를 잃었다면 name3이에게 남은 딱지는 몇 개일까요?,number0 + number1 - number2,7,0,name0이는 name1 딱지 number0개와 name2 딱지 number1개를 가지고 있습니다. 딱지 치기를 하다가 딱지 number2개를 잃었다면 name3이에게 남은 딱지는 몇 개일까요?,9 5 7 ,정국 노란색 파란색 ,number0 + number1 - number2
"name0이는 name1 딱지 number0개와 name2 딱지 number1개를 가지고 있습니다. 딱지 치기를 하다가 딱지 number2개를 잃고 딱지 number3개를 얻었다면, name3이에게 남은 딱지는 몇 개일까요?",number0 + number1 - number2 + number3,10,0,"name0이는 name1 딱지 number0개와 name2 딱지 number1개를 가지고 있습니다. 딱지 치기를 하다가 딱지 number2개를 잃고 딱지 number3개를 얻었다면, name3이에게 남은 딱지는 몇 개일까요?",9 5 7 3 ,정국 노란색 파란색 ,number0 + number1 - number2 + number3
"name0이는 name1은 number0개 모았고, name2은 name3보다 number1개 더 적게 모았습니다. name4이가 모은 name5과 name6은 모두 몇 개일까요?",number0 + number0 - number1,15,0,"name0이는 name1은 number0개 모았고, name2은 name3보다 number1개 더 적게 모았습니다. name4이가 모은 name5과 name6은 모두 몇 개일까요?",9 3 ,지민 야구공 축구공 ,number0 + number0 - number1
학생 number0명에게 연필을 number1자루씩 나누어 주려고 합니다. 연필이 number2자루 있다면 몇 자루 더 필요할까요?,number0 - number2,6,0,학생 number0명에게 연필을 number1자루씩 나누어 주려고 합니다. 연필이 number2자루 있다면 몇 자루 더 필요할까요?,13 1 7 ,,number0 - number2
"농장에 수컷 오리가 number0마리, 암컷 오리가 number1마리 있습니다. 농장에 있는 오리는 모두 몇 마리일까요?",number1 + number1,18,0,"농장에 수컷 오리가 number0마리, 암컷 오리가 number1마리 있습니다. 농장에 있는 오리는 모두 몇 마리일까요?",9 9 ,,number1 + number1
"달란트를 name0이는 number0개 모았고, name1이는 name2이보다 number1개 더 적게 모았습니다. name3이와 name4이가 모은 달란트는 모두 몇 개일까요?",number0 + number0 - number1,13,0,"달란트를 name0이는 number0개 모았고, name1이는 name2이보다 number1개 더 적게 모았습니다. name3이와 name4이가 모은 달란트는 모두 몇 개일까요?",8 3 ,유정 남준 ,number0 + number0 - number1
"교실에 남자 어린이가 number0명, 여자 어린이가 number1명 있습니다. 남자 어린이는 여자 어린이보다 몇 명 더 많을까요?",abs( number0 - number1 ),6,0,"교실에 남자 어린이가 number0명, 여자 어린이가 number1명 있습니다. 남자 어린이는 여자 어린이보다 몇 명 더 많을까요?",14 8 ,,abs( number0 - number1 )
"name0와 name1이는 어제와 오늘 축구 시합을 하였습니다. name2는 어제 number0개, 오늘 number1개의 골을 넣었고, name3이는 어제 number2개, 오늘 number3개의 골을 넣었습니다. number4일 동안 누가 골을 더 많이 넣었을까요?",'name0' if number0 + number1 > number2 + number3 else 'name1',윤기,0,"name0와 name1이는 어제와 오늘 축구 시합을 하였습니다. name2는 어제 number0개, 오늘 number1개의 골을 넣었고, name3이는 어제 number2개, 오늘 number3개의 골을 넣었습니다. number4일 동안 누가 골을 더 많이 넣었을까요?",6 8 7 5 2 ,윤기 호석 ,'name0' if number0 + number1 > number2 + number3 else 'name1'
"name0와 name1이는 어제와 오늘 제name2기를 하였습니다. name3는 어제 number0개, 오늘 number1개의 제기을 찼고, name4이는 어제 number2개, 오늘 number3개의 제기를 찼습니다. 이틀 동안 누가 제기을 더 적게 찼을까요?",'name0' if number0 + number1 < number2 + number3 else 'name1',호석,0,"name0와 name1이는 어제와 오늘 제name2기를 하였습니다. name3는 어제 number0개, 오늘 number1개의 제기을 찼고, name4이는 어제 number2개, 오늘 number3개의 제기를 찼습니다. 이틀 동안 누가 제기을 더 적게 찼을까요?",6 8 7 5 ,윤기 호석 기차 ,'name0' if number0 + number1 < number2 + number3 else 'name1'
name0이는 연필을 한 다스 가지고 있습니다. 그 중에서 number0자루를 어머니에게 주었을 때 name1이에게 남은 연필은 몇 자루인지 구하세요.,12 - number0,7,"1: ""연필 한 타""",name0이는 연필을 한 다스 가지고 있습니다. 그 중에서 number0자루를 어머니에게 주었을 때 name1이에게 남은 연필은 몇 자루인지 구하세요.,5 ,민영 ,12 - number0
"이번 달에 잡지를 name0이는 number0권 읽었고, name1이는 name2이보다 number1권 더 많이 읽었습니다. name3이와 name4이가 이번 달에 읽은 잡지는 모두 몇 권인지 구하세요.",number0 + number0 + number1,18,0,"이번 달에 잡지를 name0이는 number0권 읽었고, name1이는 name2이보다 number1권 더 많이 읽었습니다. name3이와 name4이가 이번 달에 읽은 잡지는 모두 몇 권인지 구하세요.",7 4 ,정국 석진 ,number0 + number0 + number1
"작년에 만화책을 name0이는 number0권 읽었고, name1이는 name2이보다 number1권 더 적게 읽었습니다. name3이와 name4이가 작년에 읽은 만화책은 모두 몇 권인지 구하세요.",number0 + number0 - number1,10,0,"작년에 만화책을 name0이는 number0권 읽었고, name1이는 name2이보다 number1권 더 적게 읽었습니다. name3이와 name4이가 작년에 읽은 만화책은 모두 몇 권인지 구하세요.",7 4 ,정국 석진 ,number0 + number0 - number1
name0는 name1를 타고 이모 댁에 가고 있습니다. name2 안에는 처음에 number0명이 타고 있었는데 정류장에서 number1명이 내리고 number2명이 더 탔습니다. name3 안에는 모두 몇 명이 타고 있는지 쓰시오.,number0 - number1 + number2,79,0,name0는 name1를 타고 이모 댁에 가고 있습니다. name2 안에는 처음에 number0명이 타고 있었는데 정류장에서 number1명이 내리고 number2명이 더 탔습니다. name3 안에는 모두 몇 명이 타고 있는지 쓰시오.,96 74 57 ,유나 버스 ,number0 - number1 + number2
"number0년에 name0이의 나이는 number1세이고, name1이 할머니의 나이는 name2이 나이의 number2name3입니다. name4이 할머니의 나이를 구하시오.",number1 * number2,5590,0,"number0년에 name0이의 나이는 number1세이고, name1이 할머니의 나이는 name2이 나이의 number2name3입니다. name4이 할머니의 나이를 구하시오.",2021 86 65 ,호석 배 배 ,number1 * number2
"name0이는 name1을 number0개 가지고 있습니다. name2에게 number1개를 주었고, name3이에게 number2개를 주었습니다. name4이가 가지고 있는 name5은 몇 개입니까?",number0 - number1 - number2,34,0,"name0이는 name1을 number0개 가지고 있습니다. name2에게 number1개를 주었고, name3이에게 number2개를 주었습니다. name4이가 가지고 있는 name5은 몇 개입니까?",49 12 3 ,민영 유나 석진 탁구공 ,number0 - number1 - number2
